AU01_mean,AU01_std,AU02_mean,AU02_std,AU04_mean,AU04_std,AU05_mean,AU05_std,AU06_mean,AU06_std,AU07_mean,AU07_std,AU09_mean,AU09_std,AU10_mean,AU10_std,AU11_mean,AU11_std,AU12_mean,AU12_std,AU14_mean,AU14_std,AU15_mean,AU15_std,AU17_mean,AU17_std,AU20_mean,AU20_std,AU23_mean,AU23_std,AU24_mean,AU24_std,AU25_mean,AU25_std,AU26_mean,AU26_std,AU28_mean,AU28_std,AU43_mean,AU43_std,Pitch_mean,Pitch_std,Roll_mean,Roll_std,X_mean,X_std,Y_mean,Y_std,Yaw_mean,Yaw_std,Z_mean,Z_std,anger_mean,anger_std,disgust_mean,disgust_std,fear_mean,fear_std,happiness_mean,happiness_std,neutral_mean,neutral_std,sadness_mean,sadness_std,surprise_mean,surprise_std
0.3099193274974823,0.059272613376379,0.2810185253620147,0.0623281076550483,0.2788828015327453,0.131804883480072,0.3134229779243469,0.0431406274437904,0.449392557144165,0.1099712327122688,0.8264195322990417,0.3787483274936676,0.463172048330307,0.1141028627753257,0.238364964723587,0.253088116645813,0.312150627374649,0.4633709490299225,0.3267811834812164,0.1993644833564758,0.3286002874374389,0.1316205561161041,0.4627737700939178,0.1796431094408035,0.5097876787185669,0.0613233111798763,0.3774639666080475,0.4847524166107178,0.4617857933044433,0.0967172384262085,0.5592932105064392,0.1156892776489257,0.5739859342575073,0.3088015019893646,0.1874708384275436,0.1247748136520385,0.207472950220108,0.1176936998963356,0.3787731528282165,0.1651328206062317,0.0111066522076725,0.0753543823957443,-0.0155417630448937,0.0455393604934215,0.0234178639948368,0.0165283791720867,0.248757779598236,0.0455996021628379,-0.0811663940548896,0.0954284742474556,6.494398593902588,0.1428745239973068,0.0243527796119451,0.0353583842515945,0.2695179879665375,0.2866432666778564,0.0133137516677379,0.0287896860390901,0.0647249966859817,0.1303258240222931,0.5727325081825256,0.268578827381134,0.0204896572977304,0.0300718694925308,0.0348682627081871,0.0806885734200477
