AU01_mean,AU01_std,AU02_mean,AU02_std,AU04_mean,AU04_std,AU05_mean,AU05_std,AU06_mean,AU06_std,AU07_mean,AU07_std,AU09_mean,AU09_std,AU10_mean,AU10_std,AU11_mean,AU11_std,AU12_mean,AU12_std,AU14_mean,AU14_std,AU15_mean,AU15_std,AU17_mean,AU17_std,AU20_mean,AU20_std,AU23_mean,AU23_std,AU24_mean,AU24_std,AU25_mean,AU25_std,AU26_mean,AU26_std,AU28_mean,AU28_std,AU43_mean,AU43_std,Pitch_mean,Pitch_std,Roll_mean,Roll_std,X_mean,X_std,Y_mean,Y_std,Yaw_mean,Yaw_std,Z_mean,Z_std,anger_mean,anger_std,disgust_mean,disgust_std,fear_mean,fear_std,happiness_mean,happiness_std,neutral_mean,neutral_std,sadness_mean,sadness_std,surprise_mean,surprise_std
0.3375239670276642,0.0681845247745513,0.3094628751277923,0.080217957496643,0.2234829068183899,0.1136195808649063,0.3238689601421356,0.0531209632754325,0.5643129348754883,0.171587660908699,0.613211452960968,0.4870145320892334,0.4049925208091736,0.0938700735569,0.4177342355251312,0.30923593044281,0.2206065654754638,0.4146556556224823,0.614657461643219,0.2107850462198257,0.5385171175003052,0.1781006753444671,0.383074551820755,0.1859811246395111,0.4905175268650055,0.0854401141405105,0.1724137961864471,0.377739667892456,0.3143627047538757,0.1238268911838531,0.4442039132118225,0.1457802653312683,0.5040675401687622,0.3766297101974487,0.1636866331100464,0.1120789647102356,0.080176368355751,0.0736358612775802,0.2880629897117615,0.1867552101612091,-0.1003586500883102,0.076411597430706,-0.0664555802941322,0.0692058280110359,-0.0059619303792715,0.0205635391175746,0.1248298361897468,0.0692228376865387,0.0257188100367784,0.1183035224676132,6.783541679382324,0.2178988754749298,0.0233509968966245,0.0357836037874221,0.3159442245960235,0.3087331056594848,0.0072455587796866,0.0211240258067846,0.1495144963264465,0.2256422042846679,0.4213188886642456,0.2626838982105255,0.0638889819383621,0.0723661705851554,0.01873679459095,0.0576978661119937
